id,name_kor,operating_hotel,name_eng,audit,class,room_cate,nrooms,year,price,price_cate,rating,CONV,COSTEFF,EMOTIONAL,FACILITIES,ROOM,SERVICE,SOCIAL,TOTAL,gta,gts,roa,roe,opr,nir,deratio,tat,opercf,invcf,fincf,ta,sales,cogs,exp,labor,dep,other_exp
236,해밀톤관광(주),해밀톤 호텔,Hamilton Hotel Seoul,0,4성급,2,155,2019,107143,3,3.586206897,2.391281725,-1.857687593,-2.276697465,-3.032116192,-6.457484871,-9.58216929,-0.940034786,-21.75490847,-1.05,-0.68,1.91,3.16,8.28,6.28,62.67,0.3,3284,-1056,-1324,26175,15204,0,13945,4790.63,2372.39,9154.37
237,해비치호텔앤드리조트(주),해비치호텔앤드리조트,Haevichi Hotel & Resort Jeju,0,5성급,2,225,2015,196188.5,4,4.416666667,4.278323126,-1.290117457,-1.435198198,-3.544568537,-6.145196602,-10.19166649,-0.271684785,-18.60010894,34.92,9.8,0.9,3.08,6.59,4.98,162.5,0.18,10261,-11093,223,423669,69973,44086,21278,10241.76,9858.75,11036.24
237,해비치호텔앤드리조트(주),해비치호텔앤드리조트,Haevichi Hotel & Resort Jeju,0,5성급,2,225,2016,196188.5,4,3.428571429,2.9706648,-0.16047814,-3.00902797,-4.740923728,-7.983628637,-12.53282057,-0.000881158,-25.4570954,1.83,9.34,0.72,1.9,6.85,4.25,162.06,0.17,18006,-13188,2109,417758,76506,47552,23715,11858.81,10870.71,11856.19
237,해비치호텔앤드리조트(주),해비치호텔앤드리조트,Haevichi Hotel & Resort Jeju,0,5성급,2,225,2017,196188.5,4,4.142857143,6.633519178,0.08038421,-3.415073968,-4.967219091,-8.25754559,-15.45531094,-1.26894923,-26.65019544,-1.56,4.51,0.39,1,4.66,2.17,154.61,0.18,10245,-11905,-6801,416964,79957,46427,29804,13023.63,11131.44,16780.37
237,해비치호텔앤드리조트(주),해비치호텔앤드리조트,Haevichi Hotel & Resort Jeju,0,5성급,2,225,2018,196188.5,4,4,4.303494042,-2.585922261,2.508582461,-3.980636303,-0.997068937,-10.1267511,-1.150358037,-12.02866013,0.25,-3.11,0.36,0.92,2.49,2.09,153.4,0.17,15267,-2575,-3053,411106,77471,45478,30060,13087.93,10888.98,16972.07
237,해비치호텔앤드리조트(주),해비치호텔앤드리조트,Haevichi Hotel & Resort Jeju,0,5성급,2,225,2019,196188.5,4,3.75,-0.126568564,4.222023774,-4.487216776,-9.207234592,-19.00565653,-14.70407088,-0.883283789,-44.19200736,1.64,8.96,0.55,1.4,3.49,2.96,154.22,0.19,14545,-8680,-660,403101,84413,48404,33062,13469.98,12265.38,19592.02
238,호메르스호텔(주),호메르스호텔,Homers Hotel,0,3성급,2,140,2015,93088,2,4,8.87192172,-3.923390944,-2.89701125,-2.306068027,-0.301441883,-13.0271482,-1.322420982,-14.90555957,-2.17,9.28,1.78,2.66,9.6,6.95,45.9,0.26,1851,-364,-1366,27837,7643,775,6135,2290.09,1145.5,3844.91
238,호메르스호텔(주),호메르스호텔,Homers Hotel,0,3성급,2,140,2016,93088,2,4.090909091,2.925841418,-2.522265992,-8.293170675,-9.297008342,-9.838107286,-15.15093235,0.864544791,-41.31109843,-0.97,-10.2,0.35,0.5,5.28,1.49,43.75,0.23,988,-487,-593,27193,6863,601,5900,2436.57,699.05,3463.43
238,호메르스호텔(주),호메르스호텔,Homers Hotel,0,3성급,2,140,2017,93088,2,3,6.653814267,0.45465486,-7.029517741,-5.314832413,-11.76705017,-17.43630012,-1.229824449,-35.66905577,-2.42,-3.68,0.45,0.63,4.04,1.95,39.39,0.23,1046,-74,-942,26435,6611,593,5751,2557.11,809.99,3193.89
238,호메르스호텔(주),호메르스호텔,Homers Hotel,0,3성급,2,140,2018,93088,2,4.666666667,9.156283294,0.348325318,-1.249092134,-5.539196585,-3.683530767,-15.36168379,-0.681043583,-17.00993824,5.81,-2.5,1.29,1.83,8.95,5.86,44.81,0.22,1132,-2384,1173,25838,6446,265,5604,2486.27,681.75,3117.73
238,호메르스호텔(주),호메르스호텔,Homers Hotel,0,3성급,2,140,2019,93088,2,1,-1.886544183,-7.095262172,-14.35569586,-27.1430817,-10.10936683,-41.73920142,1.317315568,-101.0118366,-1.7,-2.26,0.85,1.21,5.22,4.03,40.63,0.21,1050,-469,-756,25580,6300,211,5760,2461.88,752.55,3298.12
239,호텔더원,호텔더원,Hotel the One,0,4성급,1,90,2015,127090.5,3,3,-0.437114786,0.075513685,-1.038331424,-1.346522996,-4.933965298,-4.851780629,-0.033823013,-12.56602446,0,0,-9.31,-80.43,-86.58,-98.27,763.74,0.09,-337,-9817,9877,16819,806,61,1442,672.47,310.15,769.53
239,호텔더원,호텔더원,Hotel the One,0,4성급,1,90,2016,127090.5,3,4,7.145733392,-1.125982714,-1.252220676,0.084102197,-0.505893146,-11.56441687,0.147481133,-7.071196686,-2.84,352.45,1.03,8.44,9.38,4.76,671.24,0.22,930,-172,-702,16224,3647,256,3048,1534.2,703.5,1513.8
239,호텔더원,호텔더원,Hotel the One,0,4성급,1,90,2017,127090.5,3,3.333333333,7.241266362,-0.963464666,-3.131363478,-0.333508025,-0.190955819,-8.231607344,0.26867028,-5.34096269,-3.14,-5.9,-0.38,-2.91,3.03,-1.79,669.08,0.21,532,-71,-483,15712,3432,345,2982,1535.45,554.3,1446.55
239,호텔더원,호텔더원,Hotel the One,0,4성급,1,90,2018,127090.5,3,4,6.967201417,-4.511008521,-9.65176186,5.328965254,-6.466969549,-14.54879652,0.957301711,-21.92506807,-3.08,15.09,1.47,10.53,9.14,5.86,570.84,0.25,841,-32,-856,15259,3949,392,3196,1643.01,467.74,1552.99
239,호텔더원,호텔더원,Hotel the One,0,4성급,1,90,2019,127090.5,3,2.5,0.34627198,0.128021461,-0.189123235,-2.752139992,-9.530457154,-13.63621881,2.612007684,-23.02163806,0.84,6.14,3.41,20.61,15.81,12.68,450.13,0.27,1199,-141,-640,15009,4192,365,3164,1704.61,423.29,1459.39
240,호텔라온주식회사,호텔라온,Hotel Laon,0,2성급,1,34,2018,117152.5,3,5,2.294061397,6.455944693,2.597591587,-2.549597405,-2.61966686,-19.88539907,0,-13.70706566,3.56,0,1.34,13.55,32.35,12.93,862.97,0.1,507,-2055,943,17747,1851,0,1252,393.09,213.57,858.91
240,호텔라온주식회사,호텔라온,Hotel Laon,0,2성급,1,34,2019,117152.5,3,5,7.152151396,-2.681929328,-5.569384789,-8.200960724,-7.406150523,-18.80082714,-0.195233094,-35.70233421,-1.73,23.2,0.76,6.97,24.97,5.97,782.54,0.13,367,-46,-461,17549,2280,0,1711,537.98,230.4,1173.02
241,호텔빠레브(주),호텔빠레브,Bareve Hotel Jeju,0,4성급,2,204,2015,156633.5,4,3.333333333,6.630022705,-1.951466837,-6.225935569,-5.247094523,-11.20124666,-16.75352804,0.42059723,-34.32865169,-3.66,-8.8,-0.59,0,9.75,-3.73,0,0.16,91,-220,148,24727,4119,326,3391,1047.71,1150.38,2343.29
241,호텔빠레브(주),호텔빠레브,Bareve Hotel Jeju,0,4성급,2,204,2016,156633.5,4,4.75,5.559025109,-2.650518921,-5.190220876,-5.669036698,-6.848868777,-17.43931131,-0.879467588,-33.11839906,-3.35,-14.99,-1.14,0,-0.42,-8.13,0,0.14,442,-61,-409,23852,3502,343,3173,967.02,893.4,2205.98
241,호텔빠레브(주),호텔빠레브,Bareve Hotel Jeju,0,4성급,2,204,2017,156633.5,4,4,10.42494151,4.883722839,-7.976794271,-8.444920377,-28.19202452,-14.90304725,-3.727958778,-47.93608085,-3.4,-16.97,-2.01,-2124.54,-6.42,-16.67,18050.14,0.12,-748,284,460,23296,2907,310,2784,902.27,617.76,1881.73
241,호텔빠레브(주),호텔빠레브,Bareve Hotel Jeju,0,4성급,2,204,2018,156633.5,4,4,1.16127555,-0.015306392,-6.036122656,-7.302730955,-16.58251467,-16.55725294,0,-45.33265206,15.36,-13.71,-3.55,0,-29.34,-36.05,0,0.1,-141,-4282,4454,23549,2509,254,2991,1181.42,650.72,1809.58
242,호텔프리마(주),호텔프리마,Hotel Prima Seoul,0,3성급,2,120,2015,86129.5,2,2.666666667,3.016009155,-1.005808655,-4.730434935,-2.781333748,-9.069975755,-14.2878705,0.145997646,-28.71341679,-0.35,-6.49,0.7,1.53,3.03,7.73,116.71,0.09,589,-341,-1665,253011,23315,17900,4709,2371.29,2737.54,2337.71
242,호텔프리마(주),호텔프리마,Hotel Prima Seoul,0,3성급,2,120,2016,86129.5,2,3.666666667,2.150092094,-1.749383486,-4.759419743,-3.548443487,-12.10949999,-11.61057249,0.463363665,-31.16386343,0.87,5.53,0.4,0.86,11.45,4.18,116.62,0.1,4906,-3695,435,254795,24605,18314,3473,1202.74,2472.73,2270.26
242,호텔프리마(주),호텔프리마,Hotel Prima Seoul,0,3성급,2,120,2017,86129.5,2,4.5,4.699023624,-2.237192744,-2.912030725,-2.66280982,-2.771531176,-6.586514193,1.203265483,-11.26778955,-0.75,-0.44,0.53,1.15,13.76,5.64,112.53,0.09,3361,-664,-2976,253075,24498,17345,3783,1079.51,2240.52,2703.49
242,호텔프리마(주),호텔프리마,Hotel Prima Seoul,0,3성급,2,120,2018,86129.5,2,3.666666667,0.882522024,-2.940085219,-0.530011539,-3.500259942,-2.033416162,-7.066866988,0.288488863,-14.89962896,2.34,-1.94,0.48,1.02,13.58,5.19,115.3,0.09,6498,-5271,698,256364,24023,17343,3418,848.18,2029.53,2569.82
243,홍해개발(주),히든베이호텔,Hidden Bay Hotel,0,4성급,2,131,2015,169084.5,4,4,7.831585988,3.03446239,-0.940151184,9.100027964,15.52596018,-9.600223977,0,24.95166136,-3.23,14.19,0.36,0,8.5,1.48,0,0.24,2453,-222,-2233,34492,9127,0,8351,3536.2,1117.26,4814.8
243,홍해개발(주),히든베이호텔,Hidden Bay Hotel,0,4성급,2,131,2016,169084.5,4,4.75,8.19829523,-2.798868104,-6.46314623,-5.861722715,-2.475262048,-16.25410768,-0.162176829,-25.81698837,2.85,-2.54,1.71,0,13.49,7.13,0,0.24,2152,-2092,-111,33542,8895,0,7695,2817.09,1054.91,4877.91
243,홍해개발(주),히든베이호텔,Hidden Bay Hotel,0,4성급,2,131,2017,169084.5,4,4.375,2.772308492,-1.642951066,-2.637339598,-5.148502832,-1.21288785,-11.35231743,-0.299787215,-19.5214775,-6.55,4.49,2.93,1175.93,16.77,11.51,5530.03,0.25,2561,2408,-4105,33675,9295,0,7736,2953.01,990.55,4782.99
243,홍해개발(주),히든베이호텔,Hidden Bay Hotel,0,4성급,2,131,2018,169084.5,4,3.5,1.847868908,-2.277344839,-0.781328562,-4.231594192,5.170490299,-19.85897213,0.019731828,-20.11114869,-0.52,2.73,0.37,18.64,11.22,1.35,4545.81,0.27,1737,-700,-761,32860,9548,0,8477,3136.3,1053.73,5340.7
243,홍해개발(주),히든베이호텔,Hidden Bay Hotel,0,4성급,2,131,2019,169084.5,4,5,1.737037809,-2.456946945,-6.736694884,-4.832198493,-5.901681912,-10.84718631,0,-29.03767073,-5.09,-5.37,-0.74,-40.3,6.41,-2.8,6534.73,0.26,1062,202,-1891,32008,9035,0,8456,3319.29,950.99,5136.71
